Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
76,76.0,"["" 2 See also   3 References   4 External links      History ( edit )   The lyrics were written by Theodor `` Dr. Seuss '' Geisel , the music was composed by Albert Hague , and the song was performed by Thurl Ravenscroft . The song 's lyrics describe the Grinch as being foul , bad - mannered and sinister , using increasingly creative put - downs , metaphors and similes , beginning with the opening line `` you 're a mean one , Mr. Grinch '' .   Because Ravenscroft was""]",who sang you're a mean one mr. grinch in the iconic 1966 animated tv show,['Thurl Ravenscroft'],Thurl Ravenscroft,3.0,Exact match,1.0,5.095516205,0.9619841,0.9845362306,Who,1.0,Incorrect prediction,1.804451823234558,0.7829564809799194,0.010133687406778336,0.09467904269695282
77,77.0,"[""Aphex Twin   Calvin Harris   Jamie xx   Mark Ronson       2017   David Bowie     Craig David   Kano   Michael Kiwanuka   Skepta       2018   Stormzy     Ed Sheeran   Liam Gallagher   Loyle Carner   Rag'n'Bone Man       Artists with multiple wins ( edit )       4 wins     Robbie Williams     3""]",best british male solo artist at this year's brit awards,['Stormzy'],Lewis Capaldi.,2.0,Answer is time-dependent,0.8146441579,1.153750539,0.009460871,0.03872621804,Ed Sheeran,2.0,Answer is time-dependent,1.612539291381836,0.777089536190033,0.009896881878376007,0.04207200929522514
78,78.0,"['Portrayed by   Occupation / Status   Seasons   TV movie             5   6   7   8   Psych : The Movie     Young Shawn   Liam James & Skyler Gisondo   Young version of Shawn Spencer   Recurring       Young Gus   Carlos Mcgullers   Young version of Burton Guster   Recurring   Guest       Buzz McNab   Sage Brocklebank', ' Occupation / Status   Seasons   TV movie             5   6   7   8   Psych : The Movie     Young Shawn   Liam James & Skyler Gisondo   Young version of Shawn Spencer   Recurring       Young Gus   Carlos Mcgullers   Young version of Burton Guster   Recurring   Guest       Buzz McNab   Sage Brocklebank   Junior']",who plays shawn as a kid in psych,"['Liam James', 'Skyler Gisondo']",Liam James,3.0,Exact match,0.9999998212,5.066698551,0.9619328,0.9886645079,Michael Rosenbaum,1.0,Incorrect prediction,1.24034583568573,0.8185552954673767,0.010249544866383076,0.04450268670916557
79,79.0,"[""on the show .    Contestant progress     Contestant           5   6   7   8   9   10   11   12     Aquaria   SAFE   SAFE   SAFE   WIN   SAFE   SAFE   WIN   LOW   HIGH   LOW   WIN   SAFE     Asia O'Hara   SAFE   SAFE  "", "" 11   12     Aquaria   SAFE   SAFE   SAFE   WIN   SAFE   SAFE   WIN   LOW   HIGH   LOW   WIN   SAFE     Asia O'Hara   SAFE   SAFE   WIN   LOW   SAFE   SAFE   LOW   BTM2   WIN   HIGH   HIGH   SAFE     Eureka   SAFE   BTM2   HIGH"", ""WIN   SAFE     Asia O'Hara   SAFE   SAFE   WIN   LOW   SAFE   SAFE   LOW   BTM2   WIN   HIGH   HIGH   SAFE     Eureka   SAFE   BTM2   HIGH   SAFE   WIN   WIN   HIGH   SAFE   BTM2   HIGH   HIGH   SAFE     Kameron Michaels   SAFE   HIGH  "", ' HIGH   SAFE     Eureka   SAFE   BTM2   HIGH   SAFE   WIN   WIN   HIGH   SAFE   BTM2   HIGH   HIGH   SAFE     Kameron Michaels   SAFE   HIGH   LOW   HIGH   SAFE   HIGH   SAFE   WIN   BTM2   BTM2   BTM2   SAFE     Miz Cracker   HIGH   HIGH  ']",who is left in season 10 of rupaul's drag race,"['Aquaria', ""Asia O'Hara"", 'Eureka', 'Kameron Michaels']","I'm sorry, I do not have access to real-time information.",1.0,DATV,0.7882689238,1.046973467,0.009867483,0.03991536424,Trixie Mattel,1.0,Incorrect prediction,1.2217756509780884,0.7962640523910522,0.009585728868842125,0.039319902658462524
80,80.0,[' Marcin Matkowski   2009 ATP World Tour Finals     Dominic Thiem   2017 Gerry Weber Open     Women ( edit )     Rank   Player   Speed   Event       Sabine Lisicki   210.8 km / h ( 131.0 mph )   2014 Stanford Classic       Venus Williams   207.6 km / h ( 129.0 mph )   2007 US Open       Ivana Jorović   207 km'],who has the fastest serve in tennis history,['Sabine Lisicki'],"The record for the fastest serve in tennis history is held by Sam Groth from Australia, who hit a serve clocked at 163.7 mph (263.4 km/hr) in 2012.",3.0,Gold is incorrect,0.758949101,1.982195258,0.099123344,0.1312111169,Roger Federer,2.0,Answer is time-dependent,1.6820213794708252,0.7864621877670288,0.009618464857339859,0.03748835623264313
81,81.0,"[""to Delhi . The Government of British India felt that it would be logistically easier to administer India from Delhi in the centre of northern India .   The land for building the new city of Delhi was acquired under the Land Acquisition Act 1894 .   On 12 December 1911 , during the Delhi Durbar , George V , then Emperor of India , along with Queen Mary , his Consort , made the announcement that the capital of the Raj was to be shifted from Calcutta to Delhi , while laying the foundation stone for the Viceroy 's residence""]",when was india capital shifted from calcutta to delhi,['12 December 1911'],In 1911.,3.0,Different granularity,0.9252378941,4.326946735,0.572669,0.5126300454,1911,3.0,Different granularity,4.597940921783447,0.8343093395233154,0.588064968585968,0.5614950656890869
82,82.0,"[""2016 laureate   Juan Manuel Santos     Website   nobelprize.org/nobel_prizes/peace       ← 2015   Nobel Peace Prize   2017 →       The 2016 Nobel Peace Prize was awarded to the President of Colombia Juan Manuel Santos `` for his resolute efforts to bring the country 's more than 50 - year - long civil war to an end , a war that has cost the lives of at least 220,000 Colombians and displaced close to six million people . '' The conflict is the longest running""]",who is nominated for nobel peace prize 2016,['Juan Manuel Santos'],"There were 376 nominees for the Nobel Peace Prize in 2016, and the winner was Juan Manuel Santos, the President of Colombia.",3.0,Different granularity,0.8544436693,2.303017616,0.39252442,0.9887203574,United States of America,1.0,Incorrect prediction,1.8118693828582764,0.7722827792167664,0.009566603228449821,0.04394213855266571
83,83.0,"["" The Doors of Stone ( working title )     The Wise Man 's Fear , also called The Kingkiller Chronicle : Day Two , is a fantasy novel written by American author Patrick Rothfuss and the second volume in The Kingkiller Chronicle . It was released March 1 , 2011 by DAW Books . It is the sequel to 2007 's The Name of the Wind .     Contents  ( hide )   1 Plot   2 Release date   3 Reception   4 References   5 External links  ""]",when did the wise man's fear come out,"['March 1 , 2011']",in 2011,3.0,Different granularity,0.8884523511,3.378703594,0.54843044,0.4232781827,"June 18, 2017",1.0,Incorrect prediction,0.9062646627426147,0.8920250535011292,0.017864326015114784,0.049281761050224304
84,84.0,"[""     `` This Life '' is the theme song for the FX television series Sons of Anarchy , written by singer - songwriter Curtis Stigers , Velvet Revolver guitarist Dave Kushner , producer Bob Thiele Jr. and show creator Kurt Sutter while it was performed by Curtis Stigers & The Forest Rangers .     Contents  ( hide )   1 Background   2 Awards and nominations   3 Release   4 See also   5 References      Background ( edit )   Musician Dave Kushner , of Velvet""]",who sings theme song on sons of anarchy,['Curtis Stigers & The Forest Rangers'],"The theme song for Sons of Anarchy is ""This Life"" and it is performed by Curtis Stigers and the Forest Rangers.",3.0,Semantically the same,0.8696994781,3.391893148,0.43488887,0.988609314,The Roots,1.0,Incorrect prediction,0.968080997467041,0.8445802330970764,0.009280666708946228,0.036294300109148026
85,85.0,"['reception   5.3 Accolades     6 Impact   6.1 2012 replica mystery     7 See also   8 References   9 Further reading   10 External links      Plot ( edit )   In 1936 , archaeologist Indiana Jones braves an ancient booby - trapped temple in Peru and retrieves a golden idol . He is confronted by rival archaeologist René Belloq and the indigenous Hovito people . Surrounded and outnumbered , Indy surrenders the idol to Belloq and escapes aboard a waiting floatplane .']",when did raiders of the lost ark take place,['1936'],Raiders of the Lost Ark takes place in 1936.,3.0,Semantically the same,0.7875835896,4.925680637,0.16613555,0.9899314642,the Middle Bronze Age,3.0,Open-ended question,1.204336166381836,0.8286277055740356,0.009236716665327549,0.03953208401799202
86,86.0,"["" `` See You Again '' ( Rock Mafia remix ) single cover             `` See You Again '' is the debut single by American recording artist Miley Cyrus . It was recorded for Hannah Montana 2 : Meet Miley Cyrus ( 2007 ) , the second soundtrack album from the Disney Channel original series Hannah Montana and the debut studio album of Cyrus . It was written by Cyrus ( credited as Destiny Hope Cyrus ) with the song 's producers Antonina Armato and Tim James . It was released"", ""recorded for Hannah Montana 2 : Meet Miley Cyrus ( 2007 ) , the second soundtrack album from the Disney Channel original series Hannah Montana and the debut studio album of Cyrus . It was written by Cyrus ( credited as Destiny Hope Cyrus ) with the song 's producers Antonina Armato and Tim James . It was released as the lead single from the album by Hollywood Records . Later , it was remixed by Rock Mafia and released on August 25 , 2008 by Hollywood Records , as the second single from Cyrus ' second studio album , Breakout ("", ""recorded for Hannah Montana 2 : Meet Miley Cyrus ( 2007 ) , the second soundtrack album from the Disney Channel original series Hannah Montana and the debut studio album of Cyrus . It was written by Cyrus ( credited as Destiny Hope Cyrus ) with the song 's producers Antonina Armato and Tim James . It was released as the lead single from the album by Hollywood Records . Later , it was remixed by Rock Mafia and released on August 25 , 2008 by Hollywood Records , as the second single from Cyrus ' second studio album , Breakout""]",who wrote see you again by miley cyrus,"['Miley Cyrus', 'Antonina Armato', 'Antonina']","The song ""See You Again"" by Miley Cyrus was co-written by the singer herself, along with Antonina Armato and Tim James of the production duo Rock Mafia.",3.0,Different granularity,0.8601635098,2.464692593,0.34375823,0.9891196489,Taylor Swift,1.0,Incorrect prediction,1.1484235525131226,0.8609580993652344,0.015540950000286102,0.11799436062574387
87,87.0,"[""'' ( 2003 )        `` Stacy 's Mom '' is a pop rock song recorded by the American rock band Fountains of Wayne for their third studio album , Welcome Interstate Managers . `` Stacy 's Mom '' was released to radio on May 20 , 2003 . The song was released as the lead single from Welcome Interstate Managers on September 29 , 2003 through S - Curve Records and Virgin Records . `` Stacy 's Mom '' was written by bassist Adam Schlesinger and vocalist Chris Collingwood , both of whom produced the song alongside""]",when was the song stacy's mom released,"['May 20 , 2003']",in 2003,3.0,Different granularity,0.880361557,2.771111012,0.59894896,0.4112331569,"June 18, 1967",1.0,Incorrect prediction,0.9067867994308472,0.8885024189949036,0.010325195267796516,0.04979832470417023
88,88.0,"['to the fall of Saigon on 30 April 1975 . It was the second of the Indochina Wars and was officially fought between North Vietnam and the government of South Vietnam . The North Vietnamese army was supported by the Soviet Union , China and other communist allies and the South Vietnamese army was supported by the United States , South Korea , Australia , Thailand and other anti-communist allies . The war is therefore considered a Cold War - era proxy war .   The Viet Cong ( also known as the National Liberation Front , or NLF ) , a']",who did the united states support when vietnam first split into north and south vietnam,['South Vietnamese army'],The United States supported the government of South Vietnam.,3.0,Semantically the same,0.8816542625,2.006902695,0.3099213,0.8331167102,South Vietnam,3.0,Different granularity,4.930838584899902,0.9272797703742981,0.6472021341323853,0.831400454044342
89,89.0,"['awarded the Nobel prize twice in the same subject , in 1958 and 1980 . John Bardeen is the other and was awarded the Nobel Prize in physics in 1956 and 1972 . Two others have won Nobel Prizes twice , one in chemistry and one in another subject : Maria Skłodowska - Curie ( physics in 1903 , chemistry in 1911 ) and Linus Pauling ( chemistry in 1954 , peace in 1962 ) . As of 2017 , the prize has been awarded to 177 individuals , including four women : Maria Skłodowska - Curie , Irène Joliot - Curie ( 1935']",who won nobel prizes in both physics and chemistry,['Maria Skłodowska - Curie'],Marie Curie,3.0,Semantically the same,0.832899332,2.764455795,0.5477319,0.2989756465,Albert Einstein,1.0,Incorrect prediction,1.19754958152771,0.788286566734314,0.009538698941469193,0.041646767407655716
90,90.0,"["", a young Jew sent to a concentration camp   Vera Farmiga as Elsa , Bruno 's mother   David Thewlis as Ralf , Bruno 's father   Amber Beattie as Gretel , Bruno 's older sister   Rupert Friend as Lieutenant Kurt Kotler   David Hayman as Pavel   Sheila Hancock as Natalie , Bruno 's grandmother   Richard Johnson as Matthias , Bruno 's grandfather   Cara Horgan as Maria   Jim Norton as Herr Liszt    Reception ( edit )   Critical response ( edit ) ""]",pavel the boy in the striped pajamas actor,['David Hayman'],Asa Butterfield,1.0,Incorrect prediction,0.7694052458,1.253455877,0.010198508,0.04828669503,David Hewlett,1.0,Incorrect prediction,2.327014684677124,0.785114049911499,0.052288271486759186,0.32550176978111267
91,91.0,"[', each new food is approved separately with a guideline specifying a maximum dosage ; in case of quarantine applications the minimum dose is regulated . Packaging materials containing the food processed by irradiation must also undergo approval . Food irradiation in the United States is primarily regulated by the FDA since it is considered a food additive . The United States Department of Agriculture ( USDA ) amends these rules for use with meat , poultry , and fresh fruit .   The United States Department of Agriculture ( USDA ) has approved the use of low - level', 'specifying a maximum dosage ; in case of quarantine applications the minimum dose is regulated . Packaging materials containing the food processed by irradiation must also undergo approval . Food irradiation in the United States is primarily regulated by the FDA since it is considered a food additive . The United States Department of Agriculture ( USDA ) amends these rules for use with meat , poultry , and fresh fruit .   The United States Department of Agriculture ( USDA ) has approved the use of low - level irradiation as an alternative treatment to pesticides for fruits and vegetables that are considered hosts to a']",who makes the rules about irradiation of food,"['FDA', 'United States Department of Agriculture ( USDA )']","In the United States, the Food and Drug Administration (FDA) makes rules about irradiation of food.",3.0,Semantically the same,0.8729939461,4.600370884,0.4199476,0.9878216386,Food and Drug Administration,3.0,Semantically the same,2.629220962524414,0.8160524368286133,0.8867984414100647,0.16350677609443665
92,92.0,"['Mexico . Iztaccíhuatl mountain near Mexico City . Watersheds of Mexico . Basins in blue drain to the Pacific , in brown to the Gulf of Mexico , and in yellow to the Caribbean Sea . Grey indicates interior basins that do not drain to the sea .  The Sierra Madre Oriental mountain range starts at the Big Bend region of the border with the U.S. state of Texas and continues 1,350 kilometres ( 840 mi ) until reaching Cofre de Perote , one of the major peaks of the Cordillera Neovolcánica . As is the case with the Sierra Madre Occidental']",which mountain range is found along the east coast of mexico,['Sierra Madre Oriental'],"There are no significant mountain ranges along the east coast of Mexico. The Sierra Madre Oriental range runs parallel to the east coast, but is located further inland.",3.0,Different granularity,0.8567193151,2.367882967,0.48882908,0.9889063835,Sierra Madre del Sur,1.0,Incorrect prediction,3.6270675659179688,0.9246700406074524,0.4538899064064026,0.8030416965484619
93,93.0,"['and title character , and was introduced as a surgical intern at the fictional Seattle Grace Hospital ( later Seattle Grace - Mercy West , and afterwards Grey Sloan Memorial ) , eventually obtaining the position of a resident , and later the position of an attending , and in 2015 , attaining the Chief of General Surgery position . As the daughter of world - renowned surgeon Ellis Grey , Meredith struggles with the everyday life of being in a competitive profession , maintaining the relationship with her one - night stand and eventual husband Derek Shepherd ( deceased )']",when does meredith become chief of general surgery,['2015'],In season 12 of Grey's Anatomy.,2.0,Ambigious answer type,0.8143113256,1.368283629,0.0107180495,0.05858654529,Season 6,3.0,Different granularity,1.1690481901168823,0.9175311326980591,0.010651757009327412,0.06790517270565033
94,94.0,"['active   1986 -- present     Spouse ( s )     Lisa Ann Russell ( m . 1996 -- 2011 )   Catriona McGinn ( m . 2012 )       Children       Mark - Paul Harry Gosselaar ( / ˈɡɒslər / ; born March 1 , 1974 ) is an American actor . He is known for his television roles as Zack Morris in Saved by the Bell , Detective John Clark in NYPD Blue , and Peter Bash in Franklin & Bash .   He']",who is zack from saved by the bell,['Mark - Paul Harry Gosselaar'],"Zack Morris is one of the main characters in the television show Saved by the Bell, played by actor Mark-Paul Gosselaar.",3.0,Semantically the same,0.8374916315,2.11092639,0.36440358,0.9882590771,Michael Ian Black,1.0,Incorrect prediction,1.1489264965057373,0.805381715297699,0.012414555996656418,0.04865332692861557
95,95.0,"["" The nation 's first juvenile court was formed in Illinois in 1899 and provided a legal distinction between juvenile abandonment and crime . The law that established the court , the Illinois Juvenile Court Law of 1899 , was created largely because of the advocacy of women such as Jane Addams , Louise DeKoven Bowen , Lucy Flower and Julia Lathrop , who were members of the influential Chicago Woman 's Club . The Chicago court opened on July 1 , 1899 with Judge Tuthill presiding , along with several members of the Chicago Woman 's Club who acted as advisors"", ""'s first juvenile court was formed in Illinois in 1899 and provided a legal distinction between juvenile abandonment and crime . The law that established the court , the Illinois Juvenile Court Law of 1899 , was created largely because of the advocacy of women such as Jane Addams , Louise DeKoven Bowen , Lucy Flower and Julia Lathrop , who were members of the influential Chicago Woman 's Club . The Chicago court opened on July 1 , 1899 with Judge Tuthill presiding , along with several members of the Chicago Woman 's Club who acted as advisors about the juvenile offender"", ""was formed in Illinois in 1899 and provided a legal distinction between juvenile abandonment and crime . The law that established the court , the Illinois Juvenile Court Law of 1899 , was created largely because of the advocacy of women such as Jane Addams , Louise DeKoven Bowen , Lucy Flower and Julia Lathrop , who were members of the influential Chicago Woman 's Club . The Chicago court opened on July 1 , 1899 with Judge Tuthill presiding , along with several members of the Chicago Woman 's Club who acted as advisors about the juvenile offender 's backgrounds ."", ""Illinois in 1899 and provided a legal distinction between juvenile abandonment and crime . The law that established the court , the Illinois Juvenile Court Law of 1899 , was created largely because of the advocacy of women such as Jane Addams , Louise DeKoven Bowen , Lucy Flower and Julia Lathrop , who were members of the influential Chicago Woman 's Club . The Chicago court opened on July 1 , 1899 with Judge Tuthill presiding , along with several members of the Chicago Woman 's Club who acted as advisors about the juvenile offender 's backgrounds . Establishing a juvenile""]",who advocated for a separate juvenile court in chicago,"['Jane Addams', 'Louise DeKoven Bowen', 'Lucy Flower', 'Julia Lathrop']",Jane Addams and Julia Lathrop advocated for a separate juvenile court in Chicago.,3.0,Different granularity,0.8986939192,2.96020031,0.47699583,0.9883983731,John D. Rockefeller Jr.,1.0,Incorrect prediction,1.0260783433914185,0.8333936929702759,0.009205194190144539,0.045284174382686615
96,96.0,"[""Bank of North America , the nation 's first de facto central bank .   Establishment of the Bank of the United States was part of a three - part expansion of federal fiscal and monetary power , along with a federal mint and excise taxes , championed by Alexander Hamilton , first Secretary of the Treasury . Hamilton believed a national bank was necessary to stabilize and improve the nation 's credit , and to improve handling of the financial business of the United States government under the newly enacted Constitution .   The First Bank building , located in Philadelphia , Pennsylvania , within""]",who created the excise tax as part of his financial plan,"['Alexander Hamilton , first Secretary of the Treasury']",Alexander Hamilton,3.0,Semantically the same,0.8928261995,4.109531403,0.7576716,0.5442759395,President Franklin D. Roosevelt,1.0,Incorrect prediction,1.368003249168396,0.8649343848228455,0.00900854729115963,0.049408067017793655
97,97.0,"['the Danish scientist Hans Christian Gram ( 1853 -- 1938 ) , who developed the technique while working with Carl Friedländer in the morgue of the city hospital in Berlin in 1884 . Gram devised his technique not for the purpose of distinguishing one type of bacterium from another but to make bacteria more visible in stained sections of lung tissue . He published his method in 1884 , and included in his short report the observation that the typhus bacillus did not retain the stain .   Uses ( edit )   Gram staining is a bacteriological laboratory technique used to differentiate bacterial species into two large groups']",what is the purpose of crystal violet used in the gram stain procedure,['to make bacteria more visible in stained sections of lung tissue'],Crystal violet is used to stain bacterial cell walls in the gram stain procedure.,3.0,Open-ended question,0.870313704,2.10846734,0.3664182,0.4313805401,to stain proteins,3.0,Different granularity,1.6094510555267334,0.8558474183082581,0.18011058866977692,0.2938242256641388
98,98.0,"['Miracle of Lanciano - wikipedia  Miracle of Lanciano  Ostensorium  In Catholicism , the Miracle of Lanciano is a Eucharistic miracle purported to have occurred in the eighth century in the city of Lanciano , Italy . According to tradition , a monk who had doubts about the real presence of Christ in the Eucharist found , when he said the words of consecration at Mass ,']",eucharistic miracle in lanciano italy in 750 a.d,['Miracle of Lanciano'],"According to Catholic tradition, the Eucharistic miracle in Lanciano, Italy occurred in 750 A.D. during a Mass celebrated by a monk who began to doubt the Real Presence of Jesus in the bread and wine. After consecration, the bread became flesh and the wine became blood, which has been miraculously preserved to this day.",3.0,Different granularity,0.8234302402,1.657593369,0.40196633,0.9847044945,The Miracle of the Holy Eucharist,1.0,Incorrect prediction,2.1288864612579346,0.8396632671356201,0.17578501999378204,0.7623194456100464
99,99.0,"[""  Notable work   Nova ( Planet of the Apes )     Spouse ( s )   Richard D. Zanuck ( m . 1969 ; div. 1978 )     Children   2 ; including Dean Zanuck     Linda Melson Harrison ( born July 26 , 1945 ) is an American television and film actress , and director and producer , who is internationally known for her role as Nova , Charlton Heston 's mute mate in the science fiction film Planet of the Apes ( 1968 ) and the first""]",who played nova in the planet of the apes,['Linda Melson Harrison'],Linda Harrison played Nova in the original Planet of the Apes film.,3.0,Semantically the same,0.8128000498,2.168049097,0.38490123,0.9644544721,Yvonne Strahovski,1.0,Incorrect prediction,1.0018868446350098,0.7904317378997803,0.010860566981136799,0.039695437997579575
100,100.0,"[""2011 ) Somebody That I Used to Know2011   `` Good Intent '' ( 2011 ) Good Intent 2011            `` Somebody That I Used to Know '' is a song written by Belgian - Australian singer - songwriter Gotye , featuring New Zealand singer Kimbra . The song was released in Australia and New Zealand by Eleven Music on 5 July 2011 as the second single from Gotye 's third studio album , Making Mirrors ( 2011 ) . It was later released by Universal Music in December 2011""]",who wrote someone that i used to know,['Gotye'],"Gotye wrote ""Someone That I Used to Know.""",3.0,"Semantically the same
",0.9033070207,2.756844759,0.44940698,0.9887635708,,,,,,,
101,101.0,"[""honor after his death . Ralph Kramden was the inspiration for the animated character Fred Flintstone .   Alice Kramden ( edit )   Alice ( née Alice Gibson ) , played in the first nine skits , starting in 1951 , and ending in January 1952 by Pert Kelton , and by Audrey Meadows for all remaining episodes , is Ralph 's patient but sharp - tongued wife of roughly 12 years . She often finds herself bearing the brunt of Ralph 's insults , which she returns with biting sarcasm . She is levelheaded , in contrast to""]",who played the first alice in the honeymooners,['Pert Kelton'],Audrey Meadows,1.0,Incorrect prediction,0.8227428794,1.245238423,0.009606939,0.04049524292,,,,,,,
102,102.0,"[""this template message )     Terry 's Chocolate Orange       Product type   Confection     Owner   Carambar & Co     Country   York , England     Introduced   1932 ( 1932 )     Markets   Worldwide     Previous owners     Terry 's   Kraft General Foods   Kraft Foods   Mondelēz International       Terry 's Chocolate Orange is a chocolate product""]",when did terry's chocolate orange come out,['1932'],It was first introduced in 1932.,3.0,Semantically the same,0.8546402454,5.000451088,0.5736613,0.9877980351,,,,,,,
103,103.0,"['The Florida straits , the L - shaped channel between southeastern Florida and the Bahamas , and the Florida Keys and Cuba . Florida Straits from Space  The Straits of Florida , Florida Straits , or Florida Strait ( Spanish : Estrecho de Florida ) is a strait located south - southeast of the North American mainland , generally accepted to be between the Gulf of Mexico and the Atlantic Ocean , and between the Florida Keys ( U.S. ) and Cuba . It is 150 km ( 93 mi ) wide at the narrowest point between Key West and the Cuban shore , and has been sounded to a depth of 6,000 feet ( 1,800 m ) . The strait carries the Florida Current , the beginning of the Gulf Stream']",where are the straits of florida located on a map,"['south - southeast of the North American mainland , generally accepted to be between the Gulf of Mexico and the Atlantic Ocean , and between the Florida Keys ( U.S. ) and Cuba']",The Straits of Florida are located between the southern tip of Florida and the northern coast of Cuba on a map.,3.0,Semantically the same,0.8562528491,2.542952299,0.5334376,0.1236980334,,,,,,,
104,104.0,"['   The Statue of Liberty ( Liberty Enlightening the World ; French : La Liberté éclairant le monde ) is a colossal neoclassical sculpture on Liberty Island in New York Harbor in New York City , in the United States . The copper statue , a gift from the people of France to the people of the United States , was designed by French sculptor Frédéric Auguste Bartholdi and built by Gustave Eiffel . The statue was dedicated on October 28 , 1886 .   The Statue of Liberty is a figure of a robed woman representing Libertas , a Roman']",who gifted the statue of liberty to usa,['the people of France'],France,3.0,Semantically the same,0.8491210341,4.305165768,0.7319071,0.8954876661,,,,,,,
105,105.0,"['comedian     Years active   2006 -- present     Television   The Big Bang Theory     Spouse ( s )   Winston Rauch ( né Beigel )     Children       Melissa Ivy Rauch ( born June 23 , 1980 ) is an American actress and comedian . She is known for playing Bernadette Rostenkowski - Wolowitz on the CBS sitcom The Big Bang Theory .     Contents  ( hide )   1 Early life   2 Career']",who played bernadette on the big bang theory,['Melissa Ivy Rauch'],Melissa Rauch.,3.0,Semantically the same,0.9331301451,4.865591526,0.8220001,0.9596350193,,,,,,,
106,106.0,"['Colour key   President of India Acting President of India ( * )    No   Name ( Birth -- Death )   Portrait   Elected   Took office   Left office   Vice President       Rajendra Prasad ( 1884 -- 1963 )     1952 1957   26 January 1950   12 May 1962   Sarvepalli Radhakrishnan     Prasad , from Bihar , was the first President of independent India , and also the longest - serving President ,']",first president of india first president of india,['Rajendra Prasad'],Dr. Rajendra Prasad,3.0,Semantically the same,0.9387333989,4.999283314,0.86183244,0.9889125824,,,,,,,
107,107.0,"[""two children .   Although the fertility rate began to decline , the Chinese government observed the global debate over a possible overpopulation catastrophe suggested by organizations such as Club of Rome and Sierra Club . While visiting Europe in 1979 , one of the top Chinese officials , Song Jian , read two influential books of the movement , The Limits to Growth and A Blueprint for Survival . With a group of mathematicians , Song determined the correct population of China to be 700 million . A plan was prepared to reduce China 's population to the desired level""]",who put the one child policy in place,['Song Jian'],The Chinese government implemented the one child policy in 1979.,2.0,Ambiguous answer type,0.8307406306,1.16058147,0.02803433,0.09986686707,,,,,,,
108,108.0,"[""As the Deer - Wikipedia  As the Deer  Jump to : navigation , search  As the Deer is a well - known praise and worship hymn song by Martin J. Nystrom , a native of Seattle , Washington . Written in 1984 , this song is based on Psalm 42 : 1 ;   `` As the deer pants for the water ,   so my soul longeth after Thee , you alone are my heart 's desire ,""]",who wrote as the deer pants for the water,['Martin J. Nystrom'],Marty Nystrom,3.0,Semantically the same,0.9532396793,4.873473167,0.8950711,0.6102999449,,,,,,,
109,109.0,"['of the printing press  Jump to : navigation , search Spread of printing in the 15th century European output of printed books from the 15th through the 18th century  The global spread of the printing press began with the invention of the printing press with movable type by Johannes Gutenberg in Mainz , Germany c. 1439 . Western printing technology was adopted in all world regions by the end of the 19th century , displacing the manuscript and block printing .   In the Western world , the operation of a press became synonymous with the enterprise of publishing']",who invented the movable type printing press brainly,['Johannes Gutenberg'],Johannes Gutenberg.,3.0,Exact Match,0.9802390933,5.054675579,0.9630912,0.9902050495,,,,,,,
110,110.0,"['possibility that the Lorax and all of his friends may then come back . The camera shows us a larger hole in the smog , which is the background image to the end credits .   Cast ( edit )    Eddie Albert - Narrator   Bob Holt - The Lorax , Mr. Once - Ler   Athena Lorde - Ms. Funce - ler ,   Harlen Carraher - Humming Fish   Thurl Ravenscroft - Singer   Matt Bennison - Ted    Credits ( edit )    Production Design by']",who played the once ler in the lorax,['Bob Holt'],Ed Helms,2.0,Answer is time-dependent,0.8040380478,1.349925756,0.011611823,0.0432959199,,,,,,,
111,111.0,"[""the production beginning in late 2016 .   The first three episodes of the series premiered on April 26 , 2017 , with the subsequent seven episodes added on a weekly basis every Wednesday . In May 2017 , it was renewed for a second season to premiere in 2018 . The series garnered extremely positive reviews and won the 2017 Primetime Emmy Award for Outstanding Drama Series , along with seven other Emmy Awards from thirteen nominations . It is the first series on a streaming platform to win an `` Outstanding Series '' Emmy .   ""]",when does new episodes of the handmaids tale come out,['2018'],"The release date for new episodes of The Handmaid's Tale varies by season. You can check the latest release information on platforms like Hulu, where the show is currently streaming.",1.0,DATV,0.8002085686,1.277882695,0.19023468,0.1478358507,,,,,,,
112,112.0,['17 1958   Yin Fire   丁   酉   Rooster   Jan 28 2017 -- Feb 15 2018     35   Feb 18 1958 -- Feb 07 1959   Yang Earth   戊   戌   Dog   Feb 16 2018 -- Feb 04 2019     36   Feb 08 1959 -- Jan 27 1960   Yin Earth   己   亥   Pig   Feb 05 2019 -- Jan 24 2020     37'],what year in the chinese zodiac is it,['Dog'],"As an AI language model, I cannot provide a specific answer to this question as it depends on the current date and year. Please provide more information for me to accurately answer your question.",1.0,DATV,0.8007580042,0.8147516251,0.1958614,0.08699473739,,,,,,,
